MS-DRG ,Surg DRG,Reimbursement Type,Case Rate LOS,Addt'l Per Diem,MS-DRG Title,Relative Weights,Geometric Mean LOS,Arithmetic Mean LOS,Medicare,Aetna Medicare 100% Medicare,Blue Access,Blue Access Choice,Blue Preferred,Blue Pathway,Blue Pathway X,Blue Traditional,Cigna,Care Improvement Plus (UHC Medicare)  Medicare Rate per Matrix,Health Scope 110% of Medicare Rate per Matrix,"UHC
Commercial",Consociate Heatlh 130% Medicare (2021) Rates,MO State Avg Chgs (4% Increase),MO State Avg Pay (4% Increase),National Avg Chgs (4% Increase),National Avg Pay (4% Increase)
779,,,,,ABORTION W/O D&C,1.1521,1.9,2.9,8276.248602,8276.248602,7558.9281,6798.5421,6798.5421,6798.5421,6798.5421,7558.9281,13784.8765,8276.248602,9103.873462,12958.8208,10759.12318,,,29304.93429,7559.351429
783,Surgery,,,,CESAREAN SECTION W STERILIZATION W MCC,2.2038,5.5,9.3,15831.26176,15831.26176,14459.1318,13004.6238,13004.6238,13004.6238,13004.6238,14459.1318,26368.467,15831.26176,17414.38793,24788.3424,20580.64028,,,,
784,Surgery,,,,CESAREAN SECTION W STERILIZATION W CC,1.1972,3.5,4.6,8600.229864,8600.229864,7854.8292,7064.6772,7064.6772,7064.6772,7064.6772,7854.8292,14324.498,8600.229864,9460.25285,13466.1056,11180.29882,,,,
785,Surgery,,,,CESAREAN SECTION W STERILIZATION W/O CC/MCC,0.8451,2.7,2.9,6070.877262,6070.877262,5544.7011,4986.9351,4986.9351,4986.9351,4986.9351,5544.7011,10111.6215,6070.877262,6677.964988,9505.6848,7892.140441,,,,
786,Surgery,,,,CESAREAN SECTION W/O STERILIZATION W MCC,1.7241,4.6,6.4,12385.27924,12385.27924,11311.8201,10173.9141,10173.9141,10173.9141,10173.9141,11311.8201,20628.8565,12385.27924,13623.80717,19392.6768,16100.86301,,,,
787,Surgery,,,,CESAREAN SECTION W/O STERILIZATION W CC,1.1075,3.6,4.2,7955.85915,7955.85915,7266.3075,6535.3575,6535.3575,6535.3575,6535.3575,7266.3075,13251.2375,7955.85915,8751.445065,12457.16,10342.6169,,,,
788,Surgery,,,,CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,0.8836,2.9,3.1,6347.446632,6347.446632,5797.2996,5214.1236,5214.1236,5214.1236,5214.1236,5797.2996,10572.274,6347.446632,6982.191295,9938.7328,8251.680622,,,,
789,,,,,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",1.6893,1.8,1.8,12135.28927,12135.28927,11083.4973,9968.5593,9968.5593,9968.5593,9968.5593,11083.4973,20212.4745,12135.28927,13348.81819,Per Diem,15775.87605,,,,
790,,,,,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",5.5709,17.9,17.9,40019.22866,40019.22866,36550.6749,32873.8809,32873.8809,32873.8809,32873.8809,36550.6749,66655.8185,40019.22866,44021.15152,Per Diem,52024.99726,,,,
791,,,,,PREMATURITY W MAJOR PROBLEMS,3.8047,13.3,13.3,27331.51901,27331.51901,24962.6367,22451.5347,22451.5347,22451.5347,22451.5347,24962.6367,45523.2355,27331.51901,30064.67092,Per Diem,35530.97472,,,,
792,,,,,PREMATURITY W/O MAJOR PROBLEMS,2.2956,8.6,8.6,16490.71807,16490.71807,15061.4316,13546.3356,13546.3356,13546.3356,13546.3356,15061.4316,27466.854,16490.71807,18139.78988,Per Diem,21437.93349,,,,
793,,,,,FULL TERM NEONATE W MAJOR PROBLEMS,3.9082,4.7,4.7,28075.02368,28075.02368,25641.7002,23062.2882,23062.2882,23062.2882,23062.2882,25641.7002,46761.613,28075.02368,30882.52605,Per Diem,36497.53079,,,,
794,,,,,NEONATE W OTHER SIGNIFICANT PROBLEMS,1.3833,3.4,3.4,9937.101546,9937.101546,9075.8313,8162.8533,8162.8533,8162.8533,8162.8533,9075.8313,16551.1845,9937.101546,10930.8117,Per Diem,12918.23201,,,,
795,,,,,NORMAL NEWBORN,0.1872,3.1,3.1,1344.773664,1344.773664,1228.2192,1104.6672,1104.6672,1104.6672,1104.6672,1228.2192,2239.848,1344.773664,1479.25103,Per Diem,1748.205763,,,,
796,Surgery,,,,VAGINAL DELIVERY W STERILIZATION/D&C W MCC,2.4608,4.1,8.7,17677.4521,17677.4521,16145.3088,14521.1808,14521.1808,14521.1808,14521.1808,16145.3088,29443.472,17677.4521,19445.19731,27679.0784,22980.68772,,,,
797,Surgery,,,,VAGINAL DELIVERY W STERILIZATION/D&C W CC,0.9015,2.5,2.7,6476.03343,6476.03343,5914.7415,5319.7515,5319.7515,5319.7515,5319.7515,5914.7415,10786.4475,6476.03343,7123.636773,10140.072,8418.843459,,,,
798,Surgery,,,,VAGINAL DELIVERY W STERILIZATION/D&C W/O CC/MCC,0.8191,2.2,2.4,5884.103142,5884.103142,5374.1151,4833.5091,4833.5091,4833.5091,4833.5091,5374.1151,9800.5315,5884.103142,6472.513456,9213.2368,7649.334085,,,,
799,Surgery,,,,SPLENECTOMY W MCC,5.0986,8.4,10.9,36626.40493,36626.40493,33451.9146,30086.8386,30086.8386,30086.8386,30086.8386,33451.9146,61004.749,36626.40493,40289.04543,57349.0528,47614.32641,159964.1829,32598.65143,187670.4005,42775.60569
800,Surgery,,,,SPLENECTOMY W CC,2.9992,5.5,7,21545.1131,21545.1131,19677.7512,17698.2792,17698.2792,17698.2792,17698.2792,19677.7512,35885.428,21545.1131,23699.62441,33735.0016,28008.64704,,,108656.5522,23998.23289
801,Surgery,,,,SPLENECTOMY W/O CC/MCC,1.9153,2.8,3.6,13758.78739,13758.78739,12566.2833,11302.1853,11302.1853,11302.1853,11302.1853,12566.2833,22916.5645,13758.78739,15134.66612,21543.2944,17886.4236,,,71465.53228,13948.98228
802,Surgery,,,,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,3.2606,7.4,10.1,23422.91137,23422.91137,21392.7966,19240.8006,19240.8006,19240.8006,19240.8006,21392.7966,39013.079,23422.91137,25765.20251,36675.2288,30449.78478,70767.32,23377.68334,115864.0818,28483.36801
803,Surgery,,,,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,1.9151,4.4,5.8,13757.35066,13757.35066,12564.9711,11301.0051,11301.0051,11301.0051,11301.0051,12564.9711,22914.1715,13757.35066,15133.08573,21541.0448,17884.55586,45901.38526,14814.69053,68655.05092,15292.23828
804,Surgery,,,,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,1.3797,2.2,2.8,9911.240514,9911.240514,9052.2117,8141.6097,8141.6097,8141.6097,8141.6097,9052.2117,16508.1105,9911.240514,10902.36457,15518.8656,12884.61267,,,57227.71773,10262.00777
805,,,,,VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,1.0101,3,3.8,7256.174562,7256.174562,6627.2661,5960.6001,5960.6001,5960.6001,5960.6001,6627.2661,12085.8465,7256.174562,7981.792018,11361.6048,9433.026931,,,,
806,,,,,VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,0.7107,2.4,2.8,5105.398734,5105.398734,4662.9027,4193.8407,4193.8407,4193.8407,4193.8407,4662.9027,8503.5255,5105.398734,5615.938607,7993.9536,6637.018354,,,,
807,,,,,VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,0.6209,2.1,2.2,4460.309658,4460.309658,4073.7249,3663.9309,3663.9309,3663.9309,3663.9309,4073.7249,7429.0685,4460.309658,4906.340624,6983.8832,5798.402555,,,,
808,,,,,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,2.176,5.5,7.3,15631.55712,15631.55712,14276.736,12840.576,12840.576,12840.576,12840.576,14276.736,26035.84,15631.55712,17194.71283,24475.648,20321.02426,66397.69326,17505.25775,74092.04326,18564.91089
809,,,,,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,1.2898,3.7,4.7,9265.433076,9265.433076,8462.3778,7611.1098,7611.1098,7611.1098,7611.1098,8462.3778,15432.457,9265.433076,10191.97638,14507.6704,12045.063,33368.23648,8636.467422,43340.72894,10559.43662
810,,,,,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,0.9264,2.8,3.3,6654.905568,6654.905568,6078.1104,5466.6864,5466.6864,5466.6864,5466.6864,6078.1104,11084.376,6654.905568,7320.396125,10420.1472,8651.377238,36835.032,8226.53,38411.42101,8883.130378
811,,,,,RED BLOOD CELL DISORDERS W MCC,1.4187,3.9,5.2,10191.40169,10191.40169,9308.0907,8371.7487,8371.7487,8371.7487,8371.7487,9308.0907,16974.7455,10191.40169,11210.54186,15957.5376,13248.8222,37282.59166,9442.085972,46668.41292,11137.27246
812,,,,,RED BLOOD CELL DISORDERS W/O MCC,0.8853,2.7,3.4,6359.658786,6359.658786,5808.4533,5224.1553,5224.1553,5224.1553,5224.1553,5808.4533,10592.6145,6359.658786,6995.624665,9957.8544,8267.556422,26258.96748,6821.83968,30968.14038,7566.170325
813,,,,,COAGULATION DISORDERS,1.5774,3.7,4.8,11331.44219,11331.44219,10349.3214,9308.2374,9308.2374,9308.2374,9308.2374,10349.3214,18873.591,11331.44219,12464.58641,17742.5952,14730.87484,50909.33068,13886.17044,67198.67761,17099.2482
814,,,,,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,1.8414,4.8,6.7,13227.91787,13227.91787,12081.4254,10866.1014,10866.1014,10866.1014,10866.1014,12081.4254,22032.351,13227.91787,14550.70965,20712.0672,17196.29323,61773.62667,12972.69333,66265.03651,15701.09854
815,,,,,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,1.0673,3.2,4.1,7667.077626,7667.077626,7002.5553,6298.1373,6298.1373,6298.1373,6298.1373,7002.5553,12770.2445,7667.077626,8433.785389,12004.9904,9967.200914,26958.50491,7343.934426,38860.21111,8764.890026
816,,,,,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,0.7112,2.3,2.7,5108.990544,5108.990544,4666.1832,4196.7912,4196.7912,4196.7912,4196.7912,4666.1832,8509.508,5108.990544,5619.889598,7999.5776,6641.687707,26124.8,4632.42,29248.31487,6276.198396
817,Surgery,,,,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W MCC,2.5562,3.8,7.1,18362.76944,18362.76944,16771.2282,15084.1362,15084.1362,15084.1362,15084.1362,16771.2282,30584.933,18362.76944,20199.04639,28752.1376,23871.60028,,,,
818,Surgery,,,,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W CC,1.4931,3.3,4.5,10725.86302,10725.86302,9796.2291,8810.7831,8810.7831,8810.7831,8810.7831,9796.2291,17864.9415,10725.86302,11798.44932,16794.3888,13943.62193,,,,
819,Surgery,,,,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W/O CC/MCC,0.9431,2,2.3,6774.872022,6774.872022,6187.6791,5565.2331,5565.2331,5565.2331,5565.2331,6187.6791,11284.1915,6774.872022,7452.359224,10607.9888,8807.333629,,,,
820,Surgery,,,,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,5.8013,11.4,15.6,41674.33471,41674.33471,38062.3293,34233.4713,34233.4713,34233.4713,34233.4713,38062.3293,69412.5545,41674.33471,45841.76818,65253.0224,54176.63512,192361.52,50054.05053,238763.1061,55942.35043
821,Surgery,,,,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,2.7998,5.1,7.2,20112.69928,20112.69928,18369.4878,16521.6198,16521.6198,16521.6198,16521.6198,18369.4878,33499.607,20112.69928,22123.9692,31492.1504,26146.50906,64674.61866,15977.90134,91544.97076,21113.72877
822,Surgery,,,,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,1.2886,2,2.5,9256.812732,9256.812732,8454.5046,7604.0286,7604.0286,7604.0286,7604.0286,8454.5046,15418.099,9256.812732,10182.49401,14494.1728,12033.85655,37456.45091,10142.6,57187.76751,11489.50899
823,Surgery,,,,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,4.2604,10.3,13.4,30605.09465,30605.09465,27952.4844,25140.6204,25140.6204,25140.6204,25140.6204,27952.4844,50975.686,30605.09465,33665.60411,47920.9792,39786.62304,137650.1,35713,176589.9038,42445.9215
824,Surgery,,,,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,2.5777,6.1,8.1,18517.21727,18517.21727,16912.2897,15211.0077,15211.0077,15211.0077,15211.0077,16912.2897,30842.1805,18517.21727,20368.939,28993.9696,24072.38246,75131.18737,15773.78947,93532.51252,19760.20881
825,Surgery,,,,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,1.3905,2.6,3.4,9988.82361,9988.82361,9123.0705,8205.3405,8205.3405,8205.3405,8205.3405,9123.0705,16637.3325,9988.82361,10987.70597,15640.344,12985.47069,,,58294.67667,11829.645
826,Surgery,,,,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,5.128,10.6,13.6,36837.60336,36837.60336,33644.808,30260.328,30260.328,30260.328,30260.328,33644.808,61356.52,36837.60336,40521.3637,57679.744,47888.88437,,,209016.4736,51202.21337
827,Surgery,,,,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,2.6663,5.6,7.1,19153.68601,19153.68601,17493.5943,15733.8363,15733.8363,15733.8363,15733.8363,17493.5943,31902.2795,19153.68601,21069.05461,29990.5424,24899.79181,70249.22666,16524.21334,97099.64934,22472.73297
828,Surgery,,,,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,1.6431,2.8,3.5,11803.40602,11803.40602,10780.3791,9695.9331,9695.9331,9695.9331,9695.9331,10780.3791,19659.6915,11803.40602,12983.74662,18481.5888,15344.42783,46014.176,15869.42934,71713.83835,15545.21239
829,Surgery,,,,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W CC/MCC,3.418,6.8,9.9,24553.61316,24553.61316,22425.498,20169.618,20169.618,20169.618,20169.618,22425.498,40896.37,24553.61316,27008.97448,38445.664,31919.69711,139750.0484,36625.82512,156796.3495,36192.50617
830,Surgery,,,,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W/O CC/MCC,1.5476,2.8,3.4,11117.37031,11117.37031,10153.8036,9132.3876,9132.3876,9132.3876,9132.3876,10153.8036,18517.034,11117.37031,12229.10734,17407.4048,14452.58141,49704.72,9286.828571,60162.6027,12141.55976
831,,,,,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W MCC,1.2165,3.3,5,8738.87373,8738.87373,7981.4565,7178.5665,7178.5665,7178.5665,7178.5665,7981.4565,14555.4225,8738.87373,9612.761103,13683.192,11360.53585,,,,
832,,,,,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,0.7608,2.7,3.8,5465.298096,5465.298096,4991.6088,4489.4808,4489.4808,4489.4808,4489.4808,4991.6088,9102.972,5465.298096,6011.827906,8557.4784,7104.887525,,,,
833,,,,,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,0.5793,2.1,2.9,4161.471066,4161.471066,3800.7873,3418.4493,3418.4493,3418.4493,3418.4493,3800.7873,6931.3245,4161.471066,4577.618173,6515.9664,5409.912386,,,,
834,,,,,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,5.7496,9.7,16.3,41302.94155,41302.94155,37723.1256,33928.3896,33928.3896,33928.3896,33928.3896,37723.1256,68793.964,41302.94155,45433.23571,64671.5008,53693.82402,233795.5564,63273.03273,219830.4584,58146.41278
835,,,,,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,2.8042,5.3,9,20144.3072,20144.3072,18398.3562,16547.5842,16547.5842,16547.5842,16547.5842,18398.3562,33552.253,20144.3072,22158.73792,31541.6416,26187.59937,69790.58666,17724.81123,75114.24417,19864.79199
836,,,,,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,1.2067,2.6,3.7,8668.474254,8668.474254,7917.1587,7120.7367,7120.7367,7120.7367,7120.7367,7917.1587,14438.1655,8668.474254,9535.321679,13572.9616,11269.01653,,,50170.51548,12409.72737
837,,,,,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,7.6525,17.6,24.1,54972.65205,54972.65205,50208.0525,45157.4025,45157.4025,45157.4025,45157.4025,50208.0525,91562.1625,54972.65205,60469.91726,86075.32,71464.44767,141081.3827,52723.78379,213800.1159,62781.61662
838,,,,,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,3.2131,7.3,10.7,23081.68942,23081.68942,21081.1491,18960.5031,18960.5031,18960.5031,18960.5031,21081.1491,38444.7415,23081.68942,25389.85836,36140.9488,30006.19625,107595.4609,22477.56522,82876.93443,26616.92871
839,,,,,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,1.2012,4.2,4.6,8628.964344,8628.964344,7881.0732,7088.2812,7088.2812,7088.2812,7088.2812,7881.0732,14372.358,8628.964344,9491.860778,13511.0976,11217.65365,37054.42,10806.185,46396.45181,13578.75211
840,,,,,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,3.2857,7,9.8,23603.22023,23603.22023,21557.4777,19388.9157,19388.9157,19388.9157,19388.9157,21557.4777,39313.4005,23603.22023,25963.54226,36957.5536,30684.1863,106544.5907,27213.45714,114360.4558,28166.24472
841,,,,,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,1.7809,4.4,6,12793.30886,12793.30886,11684.4849,10509.0909,10509.0909,10509.0909,10509.0909,11684.4849,21308.4685,12793.30886,14072.63974,20031.5632,16631.30152,62365.47678,14670.26989,61565.17097,14081.72263
842,,,,,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,1.1119,2.8,3.6,7987.467078,7987.467078,7295.1759,6561.3219,6561.3219,6561.3219,6561.3219,7295.1759,13303.8835,7987.467078,8786.213786,12506.6512,10383.7072,35231.44258,7689.390967,47602.43808,10209.97771
843,,,,,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,1.9811,5.5,7.5,14231.46958,14231.46958,12997.9971,11690.4711,11690.4711,11690.4711,11690.4711,12997.9971,23703.8615,14231.46958,15654.61654,22283.4128,18500.91046,60065.61166,13506.30666,71812.64835,16024.48478
844,,,,,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,1.2598,3.9,5.2,9049.924476,9049.924476,8265.5478,7434.0798,7434.0798,7434.0798,7434.0798,8265.5478,15073.507,9049.924476,9954.916924,14170.2304,11764.90182,39901.68,8714.138334,47078.75433,10480.32667
845,,,,,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,0.8405,2.6,3.3,6037.83261,6037.83261,5514.5205,4959.7905,4959.7905,4959.7905,4959.7905,5514.5205,10056.5825,6037.83261,6641.615871,9453.944,7849.182393,,,34812.92372,7750.161628
846,,,,,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,2.8238,6.4,8.9,20285.10616,20285.10616,18526.9518,16663.2438,16663.2438,16663.2438,16663.2438,18526.9518,33786.767,20285.10616,22313.61677,31762.1024,26370.638,110110.5153,32088.22558,127791.181,30523.90196
847,,,,,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,1.5728,4.2,5,11298.39754,11298.39754,10319.1408,9281.0928,9281.0928,9281.0928,9281.0928,10319.1408,18818.552,11298.39754,12428.23729,17690.8544,14687.9168,44894.86534,10528.4077,51641.00709,12429.12933
848,,,,,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,1.2092,3.3,3.7,8686.433304,8686.433304,7933.5612,7135.4892,7135.4892,7135.4892,7135.4892,7933.5612,14468.078,8686.433304,9555.076634,13601.0816,11292.3633,,,37260.01115,9728.997073
849,,,,,RADIOTHERAPY,2.1172,5.5,7.3,15209.16026,15209.16026,13890.9492,12493.5972,12493.5972,12493.5972,12493.5972,13890.9492,25332.298,15209.16026,16730.07629,23814.2656,19771.90834,,,81475.23825,18990.11729
853,Surgery,,,,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5.2464,9.9,12.9,37688.14397,37688.14397,34421.6304,30959.0064,30959.0064,30959.0064,30959.0064,34421.6304,62773.176,37688.14397,41456.95836,59011.5072,48994.58716,147877.6049,36667.52824,180467.271,41153.66324
854,Surgery,,,,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2.4648,6.2,7.7,17706.18658,17706.18658,16171.5528,14544.7848,14544.7848,14544.7848,14544.7848,16171.5528,29491.332,17706.18658,19476.80523,27724.0704,23018.04255,69546.24283,16664.28861,84440.07723,18629.11543
855,Surgery,,,,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,1.5195,3.4,4.1,10915.51059,10915.51059,9969.4395,8966.5695,8966.5695,8966.5695,8966.5695,9969.4395,18180.8175,10915.51059,12007.06165,17091.336,14190.16377,,,62200.69544,12185.44265
856,Surgery,,,,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,4.5033,9.1,12.1,32349.99595,32349.99595,29546.1513,26573.9733,26573.9733,26573.9733,26573.9733,29546.1513,53881.9845,32349.99595,35584.99554,50653.1184,42054.99473,124991.3025,33392.10573,150752.5048,36343.45839
857,Surgery,,,,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,2.1907,5.5,7,15737.15633,15737.15633,14373.1827,12927.3207,12927.3207,12927.3207,12927.3207,14373.1827,26211.7255,15737.15633,17310.87197,24640.9936,20458.30323,54271.62381,13697.04858,69737.56721,16332.8489
858,Surgery,,,,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,1.4111,3.6,4.4,10136.80618,10136.80618,9258.2271,8326.9011,8326.9011,8326.9011,8326.9011,9258.2271,16883.8115,10136.80618,11150.4868,15872.0528,13177.84804,40658.71334,8861.146666,48927.05064,11123.62504
862,,,,,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,1.8549,5,6.6,13324.89674,13324.89674,12169.9989,10945.7649,10945.7649,10945.7649,10945.7649,12169.9989,22193.8785,13324.89674,14657.38641,20863.9152,17322.36576,60023.16562,13896.56771,64763.7734,15363.36187
863,,,,,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,1.0125,3.5,4.3,7273.41525,7273.41525,6643.0125,5974.7625,5974.7625,5974.7625,5974.7625,6643.0125,12114.5625,7273.41525,8000.756775,11388.6,9455.439825,25903.34853,7328.456744,33749.02617,8655.196673
864,,,,,FEVER AND INFLAMMATORY CONDITIONS,0.8439,2.7,3.3,6062.256918,6062.256918,5536.8279,4979.8539,4979.8539,4979.8539,4979.8539,5536.8279,10097.2635,6062.256918,6668.48261,9492.1872,7880.933993,26907.84922,6301.937173,32178.1597,7511.052278
865,,,,,VIRAL ILLNESS W MCC,1.4689,4.2,5.7,10552.01942,10552.01942,9637.4529,8667.9789,8667.9789,8667.9789,8667.9789,9637.4529,17575.3885,10552.01942,11607.22136,16522.1872,13717.62524,34484.36193,10166.26839,48819.28573,13037.36271
866,,,,,VIRAL ILLNESS W/O MCC,0.8363,2.7,3.4,6007.661406,6007.661406,5486.9643,4935.0063,4935.0063,4935.0063,4935.0063,5486.9643,10006.3295,6007.661406,6608.427547,9406.7024,7809.959828,29165.08884,6076.629303,30622.8733,7245.60328
867,,,,,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,2.1901,5.5,7.6,15732.84616,15732.84616,14369.2461,12923.7801,12923.7801,12923.7801,12923.7801,14369.2461,26204.5465,15732.84616,17306.13078,24634.2448,20452.70001,68366.40778,16737.26889,67767.92724,19223.3007
868,,,,,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,1.138,3.7,4.7,8174.95956,8174.95956,7466.418,6715.338,6715.338,6715.338,6715.338,7466.418,13616.17,8174.95956,8992.455516,12800.224,10627.44743,26416.43034,7576.991725,37474.97284,9210.055327
869,,,,,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,0.7543,2.7,3.2,5418.604566,5418.604566,4948.9623,4451.1243,4451.1243,4451.1243,4451.1243,4948.9623,9025.1995,5418.604566,5960.465023,8484.3664,7044.185936,,,26650.416,6643.314667
870,,,,,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,6.3288,12.3,14.3,45463.69426,45463.69426,41523.2568,37346.2488,37346.2488,37346.2488,37346.2488,41523.2568,75724.092,45463.69426,50010.06368,71186.3424,59102.80253,181666.993,41766.3616,215379.0599,48323.15391
871,,,,,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,1.8744,4.8,6.2,13464.97733,13464.97733,12297.9384,11060.8344,11060.8344,11060.8344,11060.8344,12297.9384,22427.196,13464.97733,14811.47506,21083.2512,17504.47053,54177.25292,12603.66114,63988.83584,14435.99199
872,,,,,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,1.0961,3.7,4.5,7873.965882,7873.965882,7191.5121,6468.0861,6468.0861,6468.0861,6468.0861,7191.5121,13114.8365,7873.965882,8661.36247,12328.9328,10236.15565,30765.23085,7506.330213,37108.28973,8631.535041
876,Surgery,,,,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,3.573,7.4,15.3,25667.07426,25667.07426,23442.453,21084.273,21084.273,21084.273,21084.273,23442.453,42750.945,25667.07426,28233.78169,40189.104,33367.19654,73828.61778,27721.83555,115264.1227,31617.59805
880,,,,,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,0.8499,2.6,3.6,6105.358638,6105.358638,5576.1939,5015.2599,5015.2599,5015.2599,5015.2599,5576.1939,10169.0535,6105.358638,6715.894502,9559.6752,7936.966229,27979.01294,5900.761177,32074.84123,7137.556626
881,,,,,DEPRESSIVE NEUROSES,0.8147,4,5.4,5852.495214,5852.495214,5345.2467,4807.5447,4807.5447,4807.5447,4807.5447,5345.2467,9747.8855,5852.495214,6437.744735,9163.7456,7608.243778,13729.62834,6468.562286,20307.40858,6775.521966
882,,,,,NEUROSES EXCEPT DEPRESSIVE,0.7888,3.2,4.5,5666.439456,5666.439456,5175.3168,4654.7088,4654.7088,4654.7088,4654.7088,5175.3168,9437.992,5666.439456,6233.083402,8872.4224,7366.371293,12316.74862,5915.166973,23912.5354,6830.508671
883,,,,,DISORDERS OF PERSONALITY & IMPULSE CONTROL,1.3259,4.7,8.2,9524.761758,9524.761758,8699.2299,7824.1359,7824.1359,7824.1359,7824.1359,8699.2299,15864.3935,9524.761758,10477.23793,14913.7232,12382.19029,11860.37153,9003.068474,33159.00978,10779.06667
884,,,,,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,1.4284,4.4,7.3,10261.08281,10261.08281,9371.7324,8428.9884,8428.9884,8428.9884,8428.9884,9371.7324,17090.806,10261.08281,11287.19109,16066.6432,13339.40765,32309.09717,9299.853779,41381.0974,11051.53055
