Charge Type,Procedure,CDM Description with Payer,Code,Gross Charge,Self Pay Rate,Expected Reimbursement,MIN Expected Reimbursement,MAX Expected Reimbursement,Facility
DRG,MS203,Bronchitis And Asthma Without Cc/McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 203,25288.45,18966.34,15441,2107,25288.45,WMH Parent
DRG,MS203,Bronchitis And Asthma Without Cc/McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 203,25288.45,18966.34,10922.42,2107,25288.45,WMH Parent
DRG,MS203,Bronchitis And Asthma Without Cc/McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 203,25288.45,18966.34,No Price History Available,2107,25288.45,WMH Parent
DRG,MS203,Bronchitis And Asthma Without Cc/McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 203,25288.45,18966.34,29298.14,2107,25288.45,WMH Parent
DRG,MS203,Bronchitis And Asthma Without Cc/McC - AETNA [5000],MS-DRG V38 (FY 2021) 203,25288.45,18966.34,35765.03,2107,25288.45,WMH Parent
DRG,MS203,Bronchitis And Asthma Without Cc/McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 203,25288.45,18966.34,28024.3,2107,25288.45,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - AETNA [5000],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,21927.74,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,34144.82,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - BEECH STREET [80057],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,5464,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - CORIZON [80015],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,4214,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - HUMANA [7500],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,35422.04,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS204,Respiratory Signs And Symptoms - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 204,36158.75,27119.06,No Price History Available,4214,35422.04,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,17062.86,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,4214,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - CORIZON [80015],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS205,Other Respiratory System Diagnoses With McC - HUMANA [7500],MS-DRG V38 (FY 2021) 205,61469.85,46102.39,No Price History Available,4214,57845.1,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,18811.54,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,17101.4,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,23277.56,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - AETNA [5000],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,23720.04,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,5464,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,19666.61,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,17101.4,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - HUMANA [7500],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,No Price History Available,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,17101.4,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,6321,5464,23720.04,WMH Parent
DRG,MS206,Other Respiratory System Diagnoses Without McC - CORIZON [80015],MS-DRG V38 (FY 2021) 206,35313.45,26485.09,18170.24,5464,23720.04,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - BEECH STREET [80057],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,150964.2,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,173608.83,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - HUMANA [7500],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,168193.83,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - CORIZON [80015],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,160399.46,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - AETNA [5000],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,No Price History Available,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,150964.2,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,166060.62,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,51470,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,No Price History Available,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,160399.46,29498,274741.56,WMH Parent
DRG,MS207,Respiratory System Diagnosis With Ventilator Support >96 Hours - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 207,286342.75,214757.06,150964.2,29498,274741.56,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - HUMANA [7500],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,No Price History Available,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,6321,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,165762.03,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - BEECH STREET [80057],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,150692.76,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,97766.09,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,160111.06,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,6153.84,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,150692.76,6153.84,103291.75,WMH Parent
DRG,MS208,Respiratory System Diagnosis With Ventilator Support <=96 Hours - AETNA [5000],MS-DRG V38 (FY 2021) 208,103291.75,77468.81,72302.74,6153.84,103291.75,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,6321,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,19484.36,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - CORIZON [80015],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,20702.13,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,19484.36,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,19484.36,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,20702.13,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - HUMANA [7500],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,32556.97,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,10997.29,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,52263.57,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - AETNA [5000],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,46980.43,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,22407.02,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,10997.29,6321,13548.55,WMH Parent
DRG,MS280,Acute Myocardial Infarction Discharged Alive With McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 280,13548.55,10161.41,21432.79,6321,13548.55,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - HUMANA [7500],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,59566.96,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,45571.61,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,43590.22,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,39627.48,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,10928,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,42077.2,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,15441,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - AETNA [5000],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,53073.73,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,27288.91,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,39627.48,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,4214,4214,44376.75,WMH Parent
DRG,MS281,Acute Myocardial Infarction Discharged Alive With Cc - CORIZON [80015],MS-DRG V38 (FY 2021) 281,44376.75,33282.56,42104.2,4214,44376.75,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,5649.44,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,22639.09,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - CORIZON [80015],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,25698.86,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - AETNA [5000],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,39731.85,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,25698.86,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,24187.16,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,24187.16,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,26605.88,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,10294,2107,39731.85,WMH Parent
DRG,MS282,Acute Myocardial Infarction Discharged Alive Without Cc/McC - HUMANA [7500],MS-DRG V38 (FY 2021) 282,42295.35,31721.51,No Price History Available,2107,39731.85,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - HUMANA [7500],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,29293,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - CORIZON [80015],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - AETNA [5000],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,17989.45,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,29293,17989.45,29293,WMH Parent
DRG,MS283,Acute Myocardial Infarction Expired With McC - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 283,62847.2,47135.4,No Price History Available,17989.45,29293,WMH Parent
DRG,MS284,Acute Myocardial Infarction Expired With Cc - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 284,15699.15,11774.36,No Price History Available,NULL,NULL,WMH Parent
DRG,MS284,Acute Myocardial Infarction Expired With Cc - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 284,15699.15,11774.36,No Price History Available,NULL,NULL,WMH Parent
DRG,MS284,Acute Myocardial Infarction Expired With Cc - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 284,15699.15,11774.36,No Price History Available,NULL,NULL,WMH Parent
DRG,MS284,Acute Myocardial Infarction Expired With Cc - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 284,15699.15,11774.36,No Price History Available,NULL,NULL,WMH Parent
DRG,MS284,Acute Myocardial Infarction Expired With Cc - HUMANA [7500],MS-DRG V38 (FY 2021) 284,15699.15,11774.36,No Price History Available,NULL,NULL,WMH Parent
DRG,MS284,Acute Myocardial Infarction Expired With Cc - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 284,15699.15,11774.36,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - HUMANA [7500],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - UNITED HEALTHCARE [3000],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - AETNA [5000],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - CORIZON [80015],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS285,Acute Myocardial Infarction Expired Without Cc/McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 285,11740.75,8805.56,No Price History Available,NULL,NULL,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - HUMANA [7500],MS-DRG V38 (FY 2021) 291,12484,9363,21847.68,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 291,12484,9363,8196,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 291,12484,9363,41302.14,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - CORIZON [80015],MS-DRG V38 (FY 2021) 291,12484,9363,39894.12,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - AETNA [5000],MS-DRG V38 (FY 2021) 291,12484,9363,55787.41,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 291,12484,9363,8196,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - BEECH STREET [80057],MS-DRG V38 (FY 2021) 291,12484,9363,37547.4,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 291,12484,9363,43179.51,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - BLUE CROSS BLUE SHIELD [4000],MS-DRG V38 (FY 2021) 291,12484,9363,33407.38,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 291,12484,9363,37547.4,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 291,12484,9363,37547.4,8196,12484,WMH Parent
DRG,MS291,Heart Failure And Shock With McC - HEALTHLINK HMO [80009],MS-DRG V38 (FY 2021) 291,12484,9363,39894.12,8196,12484,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - MEDICA EXCHANGE [80075],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,8196,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - PROVIDRS CARE NETWORK [80021],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,61873.95,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - INTEGRATED HEALTH PLAN INC [80062],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,53803.44,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - BEECH STREET [80057],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,53803.44,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - CORIZON [80015],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,57166.15,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - COMPCARE OZARKS COMM [80014],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,53803.44,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - HEALTH CHOICE NW MO PPO [80017],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,59183.79,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - AETNA [5000],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,39051.87,6321,37963.85,WMH Parent
DRG,MS292,Heart Failure And Shock With Cc - CCA US MARSHALL [90024],MS-DRG V38 (FY 2021) 292,37963.85,28472.89,8196,6321,37963.85,WMH Parent
